,order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,location,category_1,category_2,frame_material,city,state
59,12,13,2011-01-20,Synapse Carbon 105,1,2240,2240,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Carbon,Louisville,KY
60,12,14,2011-01-20,CAAD12 Ultegra,1,2240,2240,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Aluminum,Louisville,KY
61,12,15,2011-01-20,Slice Ultegra D12,1,3200,3200,Louisville Race Equipment,"Louisville, KY",Road,Triathalon,Carbon,Louisville,KY
62,12,16,2011-01-20,Supersix Evo Tiagra,3,1840,5520,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon,Louisville,KY
63,12,17,2011-01-20,Synapse Claris,1,870,870,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Aluminum,Louisville,KY
64,12,18,2011-01-20,Supersix Evo Ultegra 4,1,2660,2660,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon,Louisville,KY
65,12,19,2011-01-20,Scalpel-Si Hi-Mod 1,1,7460,7460,Louisville Race Equipment,"Louisville, KY",Mountain,Cross Country Race,Carbon,Louisville,KY
66,13,1,2011-01-20,Supersix Evo Hi-Mod Dura Ace 2,1,5330,5330,Nashville Cruisers,"Nashville, TN",Road,Elite Road,Carbon,Nashville,TN
67,13,2,2011-01-20,CAAD8 105,1,1410,1410,Nashville Cruisers,"Nashville, TN",Road,Elite Road,Aluminum,Nashville,TN
68,14,1,2011-01-24,Habit 5,1,2340,2340,Albuquerque Cycles,"Albuquerque, NM",Mountain,Trail,Aluminum,Albuquerque,NM
69,14,2,2011-01-24,Beast of the East 1,1,2770,2770,Albuquerque Cycles,"Albuquerque, NM",Mountain,Trail,Aluminum,Albuquerque,NM
70,14,3,2011-01-24,F-Si Carbon 2,1,4800,4800,Albuquerque Cycles,"Albuquerque, NM",Mountain,Cross Country Race,Carbon,Albuquerque,NM
71,15,1,2011-01-25,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
72,15,2,2011-01-25,Synapse Disc Tiagra,1,1250,1250,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
73,15,3,2011-01-25,Scalpel 29 4,3,3200,9600,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Aluminum,Oklahoma City,OK
74,15,4,2011-01-25,Supersix Evo Hi-Mod Utegra,1,4260,4260,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
75,15,5,2011-01-25,CAAD8 Tiagra,1,1250,1250,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
76,15,6,2011-01-25,Habit Carbon SE,2,4480,8960,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Carbon,Oklahoma City,OK
77,15,7,2011-01-25,Trail 2,1,1350,1350,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum,Oklahoma City,OK
78,15,8,2011-01-25,CAAD12 Disc 105,1,1950,1950,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
79,15,9,2011-01-25,Supersix Evo Black Inc.,1,12790,12790,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
80,15,10,2011-01-25,Habit 6,1,1950,1950,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK
81,15,11,2011-01-25,SuperX Ultegra,1,2450,2450,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon,Oklahoma City,OK
82,15,12,2011-01-25,Synapse Hi-Mod Disc Black Inc.,2,9590,19180,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
83,16,1,2011-01-25,F-Si 3,4,1840,7360,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Aluminum,Minneapolis,MN
84,16,2,2011-01-25,Trail 3,1,1080,1080,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Sport,Aluminum,Minneapolis,MN
85,16,3,2011-01-25,Catalyst 2,1,585,585,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Sport,Aluminum,Minneapolis,MN
86,16,4,2011-01-25,Catalyst 1,1,705,705,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Sport,Aluminum,Minneapolis,MN
87,16,5,2011-01-25,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Minneapolis Bike Shop,"Minneapolis, MN",Road,Elite Road,Carbon,Minneapolis,MN
88,16,6,2011-01-25,F-Si 2,1,2060,2060,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Aluminum,Minneapolis,MN
89,16,7,2011-01-25,Scalpel 29 4,1,3200,3200,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Aluminum,Minneapolis,MN
90,16,8,2011-01-25,Jekyll Carbon 3,2,3840,7680,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Over Mountain,Carbon,Minneapolis,MN
91,17,1,2011-01-26,Slice Hi-Mod Black Inc.,1,7000,7000,Cincinnati Speed,"Cincinnati, OH",Road,Triathalon,Carbon,Cincinnati,OH
92,18,1,2011-01-28,CAAD8 Claris,1,815,815,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
93,18,2,2011-01-28,Scalpel 29 Carbon 3,1,4260,4260,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
94,19,1,2011-01-28,F-Si Black Inc.,2,11190,22380,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
95,19,2,2011-01-28,Scalpel-Si 5,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Aluminum,Ithaca,NY
96,20,1,2011-01-28,Supersix Evo 105,1,2240,2240,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS
97,20,2,2011-01-28,CAAD Disc Ultegra,1,2660,2660,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS
98,20,3,2011-01-28,Jekyll Carbon 4,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS
99,20,4,2011-01-28,Habit Carbon 3,1,3730,3730,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Carbon,Kansas City,KS
100,20,5,2011-01-28,CAAD12 Disc 105,1,1950,1950,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS
101,20,6,2011-01-28,Synapse Carbon Disc Ultegra,1,3730,3730,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS
102,20,7,2011-01-28,Bad Habit 1,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
103,20,8,2011-01-28,Beast of the East 3,1,1620,1620,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
104,20,9,2011-01-28,Beast of the East 2,1,2130,2130,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
105,21,1,2011-02-01,Trigger Carbon 1,1,8200,8200,Las Vegas Cycles,"Las Vegas, NV",Mountain,Over Mountain,Carbon,Las Vegas,NV
106,21,2,2011-02-01,Supersix Evo Hi-Mod Dura Ace 1,4,7990,31960,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Carbon,Las Vegas,NV
107,21,3,2011-02-01,Scalpel-Si 5,1,3200,3200,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Aluminum,Las Vegas,NV
108,21,4,2011-02-01,Synapse Carbon Disc Ultegra D12,1,4800,4800,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
109,21,5,2011-02-01,Scalpel 29 4,1,3200,3200,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Aluminum,Las Vegas,NV
110,22,1,2011-02-01,Synapse Disc Adventure,2,2130,4260,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Aluminum,Seattle,WA
111,22,2,2011-02-01,Synapse Sora,1,1030,1030,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Aluminum,Seattle,WA
112,22,3,2011-02-01,Fat CAAD1,1,3730,3730,Seattle Race Equipment,"Seattle, WA",Mountain,Fat Bike,Aluminum,Seattle,WA
113,22,4,2011-02-01,Synapse Claris,1,870,870,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Aluminum,Seattle,WA
114,22,5,2011-02-01,Habit 5,3,2340,7020,Seattle Race Equipment,"Seattle, WA",Mountain,Trail,Aluminum,Seattle,WA
115,22,6,2011-02-01,Synapse Hi-Mod Dura Ace,1,5860,5860,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Carbon,Seattle,WA
116,22,7,2011-02-01,SuperX Hi-Mod CX1,2,3500,7000,Seattle Race Equipment,"Seattle, WA",Road,Cyclocross,Carbon,Seattle,WA
117,22,8,2011-02-01,Bad Habit 1,1,3200,3200,Seattle Race Equipment,"Seattle, WA",Mountain,Trail,Aluminum,Seattle,WA
118,22,9,2011-02-01,Synapse Carbon Ultegra 3,1,3200,3200,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Carbon,Seattle,WA
119,22,10,2011-02-01,Supersix Evo Tiagra,2,1840,3680,Seattle Race Equipment,"Seattle, WA",Road,Elite Road,Carbon,Seattle,WA
120,23,1,2011-02-04,Jekyll Carbon 2,1,6070,6070,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO
121,23,2,2011-02-04,F-Si 1,1,2340,2340,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
122,23,3,2011-02-04,Trail 4,1,980,980,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
123,23,4,2011-02-04,Synapse Carbon Disc 105,1,2660,2660,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO
124,23,5,2011-02-04,Slice 105,1,1950,1950,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO
125,24,1,2011-02-07,Slice Ultegra D12,1,3200,3200,Ann Arbor Speed,"Ann Arbor, MI",Road,Triathalon,Carbon,Ann Arbor,MI
126,24,2,2011-02-07,Synapse Carbon Ultegra 4,7,2660,18620,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Carbon,Ann Arbor,MI
127,24,3,2011-02-07,Supersix Evo Hi-Mod Team,3,10660,31980,Ann Arbor Speed,"Ann Arbor, MI",Road,Elite Road,Carbon,Ann Arbor,MI
128,24,4,2011-02-07,Synapse Claris,1,870,870,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Aluminum,Ann Arbor,MI
129,24,5,2011-02-07,Supersix Evo Red,1,3940,3940,Ann Arbor Speed,"Ann Arbor, MI",Road,Elite Road,Carbon,Ann Arbor,MI
130,24,6,2011-02-07,F-Si 3,1,1840,1840,Ann Arbor Speed,"Ann Arbor, MI",Mountain,Cross Country Race,Aluminum,Ann Arbor,MI
131,24,7,2011-02-07,Slice 105,2,1950,3900,Ann Arbor Speed,"Ann Arbor, MI",Road,Triathalon,Carbon,Ann Arbor,MI
132,24,8,2011-02-07,Catalyst 4,1,415,415,Ann Arbor Speed,"Ann Arbor, MI",Mountain,Sport,Aluminum,Ann Arbor,MI
133,24,9,2011-02-07,Trail 4,1,980,980,Ann Arbor Speed,"Ann Arbor, MI",Mountain,Sport,Aluminum,Ann Arbor,MI
134,24,10,2011-02-07,CAAD8 105,1,1410,1410,Ann Arbor Speed,"Ann Arbor, MI",Road,Elite Road,Aluminum,Ann Arbor,MI
135,24,11,2011-02-07,CAAD12 Disc Dura Ace,1,4260,4260,Ann Arbor Speed,"Ann Arbor, MI",Road,Elite Road,Aluminum,Ann Arbor,MI
136,25,1,2011-02-07,CAAD12 Disc 105,1,1950,1950,Albuquerque Cycles,"Albuquerque, NM",Road,Elite Road,Aluminum,Albuquerque,NM
137,25,2,2011-02-07,CAAD12 Red,1,3200,3200,Albuquerque Cycles,"Albuquerque, NM",Road,Elite Road,Aluminum,Albuquerque,NM
138,25,3,2011-02-07,F-Si 1,1,2340,2340,Albuquerque Cycles,"Albuquerque, NM",Mountain,Cross Country Race,Aluminum,Albuquerque,NM
139,26,1,2011-02-09,CAAD12 Red,1,3200,3200,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum,Columbus,OH
140,27,1,2011-02-10,Supersix Evo Ultegra 4,1,2660,2660,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS
141,27,2,2011-02-10,Bad Habit 1,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
142,27,3,2011-02-10,CAAD8 Sora,1,1030,1030,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS
143,27,4,2011-02-10,Trail 4,2,980,1960,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
144,27,5,2011-02-10,F-Si 1,1,2340,2340,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
145,27,6,2011-02-10,F-Si Carbon 4,1,2880,2880,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
146,27,7,2011-02-10,Beast of the East 3,3,1620,4860,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
147,27,8,2011-02-10,Trail 1,1,1520,1520,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
148,27,9,2011-02-10,Bad Habit 2,1,2660,2660,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
149,27,10,2011-02-10,Scalpel-Si 5,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
150,27,11,2011-02-10,F-Si Carbon 2,1,4800,4800,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
151,27,12,2011-02-10,Slice Ultegra D12,2,3200,6400,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS
152,28,1,2011-02-10,Jekyll Carbon 1,1,7990,7990,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
153,28,2,2011-02-10,Bad Habit 1,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum,Ithaca,NY
154,28,3,2011-02-10,Scalpel-Si 5,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Aluminum,Ithaca,NY
155,28,4,2011-02-10,Catalyst 4,1,415,415,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
156,28,5,2011-02-10,F-Si Black Inc.,2,11190,22380,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
157,28,6,2011-02-10,Supersix Evo Hi-Mod Utegra,1,4260,4260,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
158,28,7,2011-02-10,Scalpel-Si Carbon 2,1,6390,6390,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
159,28,8,2011-02-10,Trail 1,1,1520,1520,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
160,28,9,2011-02-10,Supersix Evo Ultegra 3,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
161,28,10,2011-02-10,F-Si 2,1,2060,2060,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Aluminum,Ithaca,NY
162,28,11,2011-02-10,Supersix Evo Red,1,3940,3940,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
163,28,12,2011-02-10,Synapse Hi-Mod Disc Ultegra,1,5330,5330,Ithaca Mountain Climbers,"Ithaca, NY",Road,Endurance Road,Carbon,Ithaca,NY
164,28,13,2011-02-10,Fat CAAD2,1,2130,2130,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Fat Bike,Aluminum,Ithaca,NY
165,28,14,2011-02-10,Slice Hi-Mod Black Inc.,1,7000,7000,Ithaca Mountain Climbers,"Ithaca, NY",Road,Triathalon,Carbon,Ithaca,NY
166,28,15,2011-02-10,Scalpel 29 Carbon Race,1,6390,6390,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
167,28,16,2011-02-10,Scalpel-Si Carbon 4,1,4260,4260,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
168,28,17,2011-02-10,Trigger Carbon 2,1,5970,5970,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
169,28,18,2011-02-10,CAAD12 Disc Dura Ace,2,4260,8520,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Aluminum,Ithaca,NY
170,28,19,2011-02-10,CAAD12 Ultegra,1,2240,2240,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Aluminum,Ithaca,NY
171,29,1,2011-02-11,Bad Habit 1,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum,Ithaca,NY
172,29,2,2011-02-11,F-Si Carbon 2,1,4800,4800,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
173,29,3,2011-02-11,F-Si Black Inc.,1,11190,11190,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
